GeneID,C1,C2,C3,C4,C5,T1,T2,T3,T4,T5
U9YCCUJmnKuU,108600,118400,114200,108200,121100,32970,32640,32100,35070,25780
c7z5Ds4cvS26,723100,724200,748400,760400,707300,303900,316600,321300,288700,284000
kPWIwqIrv4MR,45620,45860,48060,47940,47400,25130,23680,24190,23030,25110
2UWMweLR0pnv,1224000,1214000,1292000,1230000,1169000,384200,376100,371000,321200,372900
ZngDiFghEJya,169300,172400,192300,183300,170500,61840,52330,52710,58730,52400
G2UVv2oqJtnI,123200,139300,133900,128500,139700,15110,12530,9727,9727,11180
9oiiy3NXAUC7,75890,72110,77570,77590,80550,22310,25390,26720,24530,17190
5plDIoMNDXwA,1800000,1716000,1790000,1836000,1768000,440000,432900,380500,369400,367700
MOCAn5IdHBvv,250800,227600,261600,271800,247600,127700,131800,112200,102300,116100
m4nmlHmnL1yH,262500,265600,288300,294000,257600,61610,55360,57720,50680,52410
RhBKydqXBYr6,1212000,1165000,1285000,1256000,1061000,22620,20360,4866,8820,12450
hHaiUAnLniKk,2682000,2656000,2824000,2759000,2499000,1696000,1653000,1721000,1547000,1597000
xIEHZb9T3BRa,51960,51480,59340,53360,61520,25680,19460,17060,18960,19150
QdI0pXmWuDYU,2015000,1969000,2135000,2201000,1993000,773000,701300,700100,675400,710200
9bDH3OJz0sZS,95940,96010,109000,107200,100500,18570,18150,13270,16610,15980
w7cN1slbYxuI,604400,588400,612200,631600,615500,117700,116100,99200,91800,110400
ZDLi0ONLp68M,925900,953900,995900,954400,914900,266200,300400,256700,258600,248200
68NBnaFkeEBe,1234000,1256000,1373000,1275000,1203000,153100,94090,79560,65220,73260
5ru3xSMgowBF,62930,64600,68530,67550,69420,13950,15570,15930,13850,13910
wq524hX4J75L,333600,311500,317100,338000,304000,185300,170700,155900,156500,170500
DVAErgqVhRMa,105200,89510,105800,104200,93900,54810,54600,54340,55670,57860
m6NG4V9wCnQU,481300,462900,471200,506200,457400,155700,135200,140400,136600,134800
TuQiyzvydl2A,214900,231200,237400,239200,242200,56400,57020,59790,46320,52040
OgggRmO4RIvg,12190000,10920000,12190000,12150000,11050000,4659000,4684000,4342000,3864000,4489000
Z7yvQnZ7wqun,5041000,4738000,5132000,5042000,4768000,1313000,1310000,1313000,1388000,1255000
Z9sgYZSrMSD1,44680,46730,48990,47990,45780,6507,5647,5330,5577,5460
Gglh9fiAqP6z,184700,179600,179600,192600,174400,71380,65610,64480,62040,63050
XXooPZRnqvJR,104300,100700,110300,114100,107000,43570,40840,43040,34170,40900
dksB5sJfaUrb,862800,895800,987500,944300,919900,398400,388600,344400,362300,346900
u2dE6rcyrwaP,21920,21850,25430,23210,23970,11930,12630,12700,11050,12600
hP9dNzzHVVfF,82700,77210,83120,86660,81520,52180,45680,46810,44070,40660
vs4aw5V5KOCk,193700,169700,203200,189700,186900,102900,87260,90990,84940,96790
FOdYP6SAMyIn,735400,714100,791700,779800,760000,357000,339400,334100,334800,329200
lARp3GGkKN1s,1779000,1758000,1844000,1902000,1680000,1183000,1192000,1118000,1126000,1127000
TY2PScP2wQQN,188600,185600,181900,202400,184100,42270,43010,43480,32390,37430
SPk5AsfWyob4,94130,86820,101400,96560,88340,7275,5210,4206,5552,2512
EhTorqa4KbF0,3058000,3039000,3287000,3295000,2817000,983400,1122000,1025000,909000,991200
8JG0IZNUlCos,160800,156400,162800,177800,162300,75100,65060,68360,73600,68820
zmqj58sXKf6A,522000,556800,532300,616100,509900,55890,61980,64670,58220,66590
iTcGZnf9PlmQ,81250,83410,89470,96140,89520,139400,121200,128900,118200,116400
2nsYeBQFH4rj,39280,44860,43530,42590,37360,23620,23250,23640,24480,23160
9SO6IRUrz1xR,59160,63850,66380,58710,65110,16980,21000,20310,21070,16740
pzF02W4dpIjr,5340000,5253000,5171000,5143000,4851000,2643000,2829000,2635000,2572000,2544000
WKVkN9fKQ9Wr,221100,235200,243900,228300,233700,138500,143000,129400,129400,133400
sLkVz07FlUu0,932000,912100,926300,923700,920400,247300,237900,239300,249600,215400
yrIiOnXRGu8E,2323000,2149000,2302000,2341000,2109000,492400,513200,486500,480900,457900
U953hzQFmaQY,298800,294200,297800,312500,291300,94520,100200,94750,93840,84330
SUqulVZl4eQg,594800,581900,582000,605000,577300,214000,203900,184400,194200,200500
mEhoeUhf3Ylj,39860,39690,46010,46040,40220,813.4,1864,1062,964.9,1098
4p0VVu6ybeS3,305800,465400,451200,338700,454400,146100,160700,114000,110600,81470
THpb4pqjaXnG,891500,858000,871000,858700,817900,16910,17110,15700,12720,11710
VJf94XnX5rDW,613200,609600,660900,660000,601900,185900,175500,164700,156800,172400
WJV0cs5o8h4j,68050,68480,72540,70770,68090,16840,22200,20470,18650,17350
C1xcqf6cWEp4,207300,198900,211400,216500,202500,94590,105600,106900,100300,96560
VwKiNwTHpcXQ,985100,938900,996300,1002000,908000,172500,175300,136300,128900,140400
s27TmGGzmXms,23510,19410,23860,21070,20870,7795,8945,8665,7751,9077
HwZd7FGdWsgO,3159000,3104000,3246000,3145000,2960000,1365000,1344000,1460000,1304000,1307000
OYGuMbticOp0,1270000,1204000,1335000,1298000,1241000,699200,668100,658500,636800,684600
AeM3Swkxiag0,468900,477700,507800,484200,479000,73440,69110,67210,65720,67910
0lpChOgAvIYc,56840,54790,57700,60120,54580,94310,97150,96840,94070,93340
1nlgNmcHHu6C,181500,183200,190800,191700,187300,117800,107500,110300,104100,100900
8u1pgbzJcl4r,48470,49390,50390,52840,43750,21680,21330,23170,21350,21550
ES69Jt8FvZHu,487700,530500,534800,494500,519900,302000,259500,268500,233100,236800
qWFs5CrTQWfl,308800,312600,331400,350400,308800,102300,92920,96870,100300,97390
Y1r4D9Z0i6rO,1224000,1252000,1349000,1306000,1282000,140400,123300,112800,99800,85320
uFB3qiOS4Iej,622000,647700,626900,660400,630700,39730,27930,16350,16410,10920
YG8JMH2IGie7,20450000,20320000,21520000,21600000,18010000,3384000,3260000,3511000,3130000,3478000
t9stMN8KBqXV,848900,840100,804400,834200,776000,400500,421300,370800,371500,387800
